RSSI_Antenna_1,RSSI_Antenna_2,RSSI_Antenna_3,RSSI_Antenna_4,RSSI_Antenna_5,AssetPoint_Longitude,AssetPoint_Latitude
-64.06850829955371,-170,-83.63685844009032,-79.34973706092256,-56.379366770558704,-8.50121051,40.89716858
-63.974321555540826,-170,-83.6350492351455,-79.34016605944466,-56.548254212904574,-8.50121051,40.89716858
-64.03875933670088,-170,-83.68422879201,-79.35146572431458,-56.577218788713665,-8.50121051,40.89716858
-63.586852500320276,-170,-83.67653330207926,-79.33117399781923,-56.230933564573,-8.50121051,40.89716858
-63.82826201434054,-170,-83.63927989848985,-79.37946364851929,-56.8139327835905,-8.50120749,40.89716985
-63.854709232911,-170,-83.63272277757734,-79.36671401381264,-56.79688608908534,-8.50120749,40.89716985
-63.725142286456055,-170,-83.61400159679648,-79.1662814079653,-56.74328003930087,-8.50120749,40.89716985
-63.66249885889711,-170,-83.59602895164085,-80.41934326088376,-57.01007652711108,-8.50120481,40.89717086
-63.66656196351482,-170,-83.596021261244,-80.40948408141433,-56.98814015282513,-8.50120481,40.89717086
-63.63057017719808,-170,-83.59444621738773,-80.41162289915,-56.90131906998279,-8.50120481,40.89717086
-63.28185168291358,-170,-81.3634351719518,-85.45188682697932,-57.32391872516688,-8.50120079,40.89717289
-63.312604633490736,-170,-81.547278189657,-85.47910662099133,-56.87913675899699,-8.50120079,40.89717289
-63.30630584432048,-170,-81.53398764882155,-85.1279551126051,-57.30851993719226,-8.50120079,40.89717289
-63.11105522309574,-170,-81.47582712951284,-85.31715318123655,-57.249403919619816,-8.50120079,40.89717289
-63.18608653536248,-170,-79.42651523583308,-84.53489725844537,-56.85273249702317,-8.50120146,40.89717517
-63.10919698636735,-170,-79.4767126506442,-84.56079740555371,-57.050155382488434,-8.50120146,40.89717517
-62.96247815950758,-170,-79.5966490735226,-84.55304293073425,-57.30231644957892,-8.50120146,40.89717517
-63.18698970675736,-170,-75.7201831375205,-83.51976936496413,-58.023617482835625,-8.50120313,40.8971772
-63.03627150407249,-170,-75.54051266909005,-83.02834674982213,-57.74554808934874,-8.50120313,40.8971772
-63.14545926324592,-170,-75.71457207769987,-83.438172856824,-58.22330682236332,-8.50120313,40.8971772
-63.16657073753251,-170,-75.69561246463363,-83.63411720281438,-58.220863243514216,-8.50120313,40.8971772
-60.97057201168475,-170,-73.55666366338124,-81.70253635776879,-59.14988825159553,-8.50120481,40.8971805
-60.996965253617745,-170,-73.82419688786534,-81.73677053483021,-59.115639363429224,-8.50120481,40.8971805
-61.050514027122894,-170,-73.83713328705204,-81.75110932201275,-59.1362504526138,-8.50120481,40.8971805
-60.97864767038664,-170,-73.9214926552168,-80.06568719884177,-59.089120007882215,-8.50120615,40.89718278
-60.99677853741904,-170,-73.83949006700404,-80.8051812218532,-59.08640720629691,-8.50120615,40.89718278
-61.013159629898304,-170,-73.9326049762266,-80.80712494680898,-59.098145710979395,-8.50120615,40.89718278
-60.96675993779548,-170,-75.98786027306879,-78.91025795436427,-59.04938376125242,-8.50120783,40.89718531
-60.58996627947569,-170,-75.94002455240883,-78.91304309462146,-59.04266434022087,-8.50120783,40.89718531
-60.96265323995069,-170,-76.04291702778652,-78.85026218576164,-59.05679095052365,-8.50120783,40.89718531
-60.966864927100445,-170,-75.91106514903495,-78.90762973326922,-59.057099918961086,-8.50120783,40.89718531
-60.91927021060571,-170,-79.12348509638223,-79.93177776933291,-58.98909485881715,-8.5012095,40.89718759
-60.938048454467975,-170,-79.13534255198518,-80.00272271952906,-58.805264529136814,-8.5012095,40.89718759
-60.92901702665137,-170,-79.07646918995171,-79.94502728681051,-58.99374837524444,-8.5012095,40.89718759
-60.80658906655352,-170,-78.01922228772528,-80.80495157318518,-59.17116796760353,-8.50120682,40.89718708
-60.8085868389415,-170,-78.0659916902385,-80.90700463375026,-59.1695413296939,-8.50120682,40.89718708
-60.74714094466716,-170,-78.04851802117264,-80.93913167758798,-59.12871684888472,-8.50120682,40.89718708
-60.831026942192956,-170,-79.98996200833537,-81.91795734802963,-59.219394438583166,-8.50120548,40.89718531
-60.808016883494886,-170,-79.96680470382572,-81.88268297527503,-59.20956756031578,-8.50120548,40.89718531
-60.821465579061,-170,-79.78551034331119,-81.75093472900006,-59.199757759305584,-8.50120548,40.89718531
-60.803449191554165,-170,-79.9809833155006,-81.9114311894416,-59.1409596091744,-8.50120548,40.89718531
-60.83947135496652,-170,-76.6904380233279,-83.85219836155207,-59.268712578231074,-8.50120414,40.89718379
-60.16969991545826,-170,-76.91981609510657,-83.8464575299202,-59.27807097872167,-8.50120414,40.89718379
-60.83491437022631,-170,-76.78923406490269,-83.85718024652617,-59.26256357764684,-8.50120414,40.89718379
-60.84316027022732,-170,-76.88745134481242,-83.86486054067083,-59.27745027089144,-8.50120414,40.89718379
-60.65296559302441,-170,-75.81554024627555,-85.79758363502127,-59.33328628071345,-8.5012028,40.89718202
-60.65884523207346,-170,-75.55036082519348,-85.80017677054603,-59.30869268673931,-8.5012028,40.89718202
-60.90825639540017,-170,-74.72480784888532,-85.73772611978947,-59.08785429644518,-8.50120146,40.89718024
-60.9006448391084,-170,-74.6422567874561,-85.19872434501417,-59.35450109483061,-8.50120146,40.89718024
-60.90705690340756,-170,-74.55341529387282,-85.72575744927519,-59.35372293589592,-8.50120146,40.89718024
-60.75514799978582,-170,-74.71384575593729,-85.73296519755117,-59.38815750228084,-8.50120146,40.89718024
-62.97512905218099,-170,-73.54882629309803,-85.64791786240464,-59.405613742764494,-8.50120079,40.89717847
-62.9793821740961,-170,-73.68888589499147,-85.67274275734027,-59.37050097496906,-8.50120079,40.89717847
-62.98205229086541,-170,-73.69644036696802,-85.55944398249386,-59.389744665110186,-8.50120079,40.89717847
-61.45671909658827,-170,-74.60438827278122,-84.58749773851468,-57.395183417933005,-8.50119911,40.89717644
-62.982383192063544,-170,-74.60089725507675,-84.59494693718324,-57.32582827270237,-8.50119911,40.89717644
-63.0182383352089,-170,-74.59856129780599,-84.60476753892023,-57.487529546923085,-8.50119911,40.89717644
-62.956214383601505,-170,-74.56691276781139,-84.6036479157275,-57.4664103436074,-8.50119911,40.89717644
-63.00213909804077,-170,-75.52830380248366,-85.55163352438433,-57.54499050180045,-8.50119777,40.89717517
-62.97257409470752,-170,-75.4078108604501,-85.3631062413676,-57.541108657632655,-8.50119777,40.89717517
-62.8682219434302,-170,-73.45265201810693,-83.50457541649999,-57.712632856232815,-8.50119542,40.89717492
-62.91580215195943,-170,-73.44379072820277,-83.52953252622774,-57.692393607263526,-8.50119542,40.89717492
-62.91323359408025,-170,-73.27266641404513,-83.51832908184417,-57.46748277208079,-8.50119542,40.89717492
-62.89466792661987,-170,-73.42545222434602,-83.52589662695182,-57.70237495220721,-8.50119542,40.89717492
-62.72724049495846,-170,-75.23645830205251,-84.5445536279733,-57.812535658426945,-8.50119308,40.89717568
-62.573275518171165,-170,-75.38405415931052,-84.39406830919773,-57.80371729862632,-8.50119308,40.89717568
-62.09643315575123,-170,-75.41253778563535,-84.55433382823216,-57.869405646748945,-8.50119308,40.89717568
-62.728933377386674,-170,-75.39061407659179,-84.51968961684103,-57.73305169817129,-8.50119308,40.89717568
-60.267188875248664,-170,-75.35728595034074,-85.58935103366342,-58.064842969835965,-8.50119039,40.89717695
-60.51981680375531,-170,-75.38117943478926,-85.60479662529079,-57.89836320875486,-8.50119039,40.89717695
-60.48651043107969,-170,-75.36994568468454,-85.37886974328443,-58.05463594183356,-8.50119039,40.89717695
-60.26381191038135,-170,-75.35771020713472,-85.60772260411187,-58.27978131888599,-8.50118738,40.89717796
-60.2686175589904,-170,-75.35486959383034,-85.58632801752348,-58.11943990235761,-8.50118738,40.89717796
-60.276739447585996,-170,-75.33585143192091,-85.63968466459873,-58.27747936046074,-8.50118738,40.89717796
-60.03510217472472,-170,-76.32176404770364,-83.65889413871483,-58.42741520359351,-8.50118469,40.89717897
-60.03934977462808,-170,-76.26609994258834,-83.3162576868009,-58.00185217500057,-8.50118469,40.89717897
-60.01588692167098,-170,-76.26956397866796,-83.66931360379172,-58.39358313154864,-8.50118469,40.89717897
-59.82912113743119,-170,-72.27573839809041,-78.7005980189717,-59.621786109462164,-8.50118201,40.89717999
-59.835995418368555,-170,-72.27604516827707,-78.67921140502017,-59.31338801432861,-8.50118201,40.89717999
-59.60819874130854,-170,-72.21658116943598,-78.70351475785172,-59.56240927530111,-8.50118201,40.89717999
-59.832672044102765,-170,-72.22284820676299,-78.5883080099674,-59.60171196816964,-8.50118201,40.89717999
-59.73868134204696,-170,-73.26179266050454,-79.60520671199387,-59.68608337635879,-8.50118067,40.89718024
-59.55324558757617,-170,-73.1822868217789,-79.63625580207332,-59.688347494417016,-8.50118067,40.89718024
-59.47033963870497,-170,-73.21070138878147,-81.51394378242114,-60.809426279042675,-8.50117765,40.89718151
-59.460457703552414,-170,-73.11988214917102,-81.73300134611465,-60.883521154958736,-8.50117765,40.89718151
-58.96509915155458,-170,-73.22689345507152,-81.60459269243877,-60.89567357846433,-8.50117765,40.89718151
-59.46575147361774,-170,-73.18559822240837,-81.73803314220235,-60.831177780648005,-8.50117765,40.89718151
-59.088670954958644,-170,-72.17181970785202,-81.71032353066954,-61.042504357535776,-8.50117564,40.89718151
-59.3396423302418,-170,-72.15093588662266,-81.70938707246555,-61.0423998350028,-8.50117564,40.89718151
-59.34766835329766,-170,-71.82954226889035,-81.73101430306485,-61.02416613688492,-8.50117564,40.89718151
-59.32209798237727,-170,-72.15474385507999,-80.86549033268284,-60.724808747167344,-8.50117564,40.89718151
-59.2355319627902,-170,-73.12663110323867,-82.73375966862693,-61.11734510387937,-8.50117397,40.89718176
-59.208322578917,-170,-73.1322230791801,-82.69720885251786,-61.1056806399169,-8.50117397,40.89718176
-58.81301199256693,-170,-72.18148185667148,-81.66508514166398,-61.35818368490364,-8.50117028,40.89718227
